,word1,word2,score
433,voice,action,0.37887653234
434,H-bomb,carrying,0.487990924861
435,appeal,suggests,0.455140550143
436,omission,follow,0.610821318784
437,role,acts,0.652809239867
438,home,closer,0.449582747818
439,Overall,reduction,0.478810207875
440,rights,exercise,0.56937607768
441,modern,rule,0.301505355478
442,checklists,forms,0.398064894108
443,stayed,top,0.755447735276
444,attacked,starving,0.238847891828
445,view,world,0.752053611669
446,D120,changes,0.429842028341
447,country,underlined,0.242762201555
448,allow,dictated,0.66433994355
449,realising,immediately,0.408613021706
450,sentiments,reflect,0.679489270806
451,infused,network,0.936123489078
452,own,team,0.443211791586
453,sort,trying,0.369248292463
454,classes,build,0.337240695399
455,garden,emerge,0.741874847999
456,suggestion,loss,0.618594879928
457,dolphins,capacity,0.152858155592
458,finish,spent,0.455237879785
459,fell,little,0.610631811147
460,buyers,arrange,0.283350781753
461,British,industry,0.393030872315
462,theories,seen,0.399572391316
463,rights,call,0.603725826297
464,guidance,emerged,0.756941890662
465,mills,worth,0.38252384674
466,purpose,double,0.722122956036
467,evidence,supports,0.711724791553
468,aid,rush,0.591591356966
469,commercial,plans,0.684377549799
470,input,rendering,0.540931442666
471,invested,bring,0.387213291284
472,enable,aim,0.453813332699
473,assumptions,meet,0.32454711561
474,views,strategy,0.161833212282
475,information,handling,0.611621982927
476,accused,immediately,0.605643977372
477,finance,arranging,0.535425775213
478,true,response,0.509988493854
479,distinct,phases,0.574426023537
480,ranking,lowly,0.740584122306
481,considered,passed,0.185479867625
482,financial,burden,0.641717981073
483,sense,grows,0.942164857927
484,stock,tightening,0.375934180409
485,thinking,lit,0.264242146059
486,EC,assistance,0.17638789865
487,reports,suggest,0.385252966738
488,play,role,0.679489270806
489,widely,represented,0.72888245155
490,form,relied,0.603797055017
491,foreclosure,route,0.255869739425
492,armchair,-backed,0.629640141866
493,overview,section,0.409078086091
494,useful,tool,0.425465709937
495,logic,appropriation,0.601077327761
496,challenges,highlights,0.765157868523
497,containment,forces,0.923018379
498,world,displayed,0.38252384674
499,garden,goal,0.586667032238
500,collection,coordination,0.596928610971
501,nerve,release,0.741874847999
502,banks,held,0.394239242167
503,argues,central,0.723089032317
504,Westerns,gladiatorial,0.423656483988
505,spatial,sampling,0.352990472614
506,probably,upsetting,0.478085258094
507,experienced,disappointment,0.526603230163
508,Houses,gone,0.473222503022
509,bloodshed,landslide,0.413201114861
510,paradise,appeal,0.548780942463
511,picked,echoes,0.756941890662
512,monograph,section,0.38574220204
513,mixture,images,0.636919133078
514,official,sources,0.639191860351
515,agencies,variety,0.490199202264
516,music,scale,0.615582202222
517,exist,plants,0.27112879656
518,courses,range,0.673238089108
519,feelings,powerlessness,0.30505021009
520,forced,clean,0.425737145882
521,brings,discussion,0.641717981073
522,units,employed,0.46960432651
523,discusses,role,0.612870166954
524,decision,regretting,0.31772296583
525,spirit,sense,0.318980149882
526,staying,traipsing,0.186772415178
527,age,advanced,0.660718485287
528,girl,situation,0.310150501857
529,metal,plants,0.330259383903
530,exert,format,0.175380473786
531,community,responsible,0.203481758992
532,fears,aimed,0.798025039595
533,offence,serious,0.654822237927
534,worker,network,0.492585015528
535,clip,range,0.699731361733
536,type,save,0.203481758992
537,yesterday,welcomed,0.239714920179
538,constitute,network,0.541821978581
539,criticisms,heard,0.635329201554
540,months,fleet,0.189702089847
541,change,attitudes,0.375810971696
542,drug,verges,0.758413133875
543,urgency,drive,0.752053611669
544,crimes,elements,0.662852827543
545,cost,viewpoint,0.312023301775
546,manual,divided,0.752053611669
547,sport,sources,0.203481758992
548,industry,centre,0.406851582613
549,contribution,held,0.239714920179
550,hair,fair,0.963632301813
551,re-use,encouraged,0.32454711561
552,deal,deal,0.168917320243
553,passive,allowing,0.649653712343
554,relationship,built,0.661469873036
555,systems,barriers,0.566915140275
556,developers,failed,0.320353825024
557,mean,growth,0.41180720609
558,cross-referencing,units,0.262552971663
559,citizens,extend,0.633984961622
560,term,reduced,0.384156674618
561,sea,moaning,0.965644797923
562,homicide,degrees,0.349736097341
563,generating,range,0.490956778022
564,success,eye,0.751020953701
565,British,seen,0.166055434504
566,debates,illustrates,0.325856082739
567,reserve,game,0.76855199213
568,former,views,0.671423958482
569,interplay,decay,0.67996755208
570,hull,sigh,0.189702089847
571,range,wide,0.504554630774
572,picture,painted,0.497964964442
573,music,prolific,0.420080637713
574,commitment,contained,0.346463204142
575,weaknesses,exploited,0.408498132637
576,train,miss,0.40328778899
577,line,leaned,0.791585839283
578,railway,closed,0.333848693614
579,appearance,stir,0.397329621855
580,economies,strengthen,0.504554630774
581,gon,stick,0.141507567532
582,liveliness,lost,0.741874847999
583,free,tentacles,0.407857499647
584,themselves,impose,0.669104009241
585,forms,closest,0.325691549224
586,light,regard,0.594706106907
587,killings,mark,0.38252384674
588,pessimists,dismiss,0.375934180409
589,beginning,action,0.38252384674
590,extension,strategy,0.638829534046
591,structures,raised,0.604274035289
592,weeks,running,0.368612776806
593,left,past,0.289647859904
594,rests,situation,0.411028937118
595,importance,attached,0.279993386898
596,aroused,meant,0.616333345485
597,rise,blow,0.379227650735
598,existence,conception,0.484307861739
599,policy,introducing,0.583378160186
600,minority,tiny,0.637070648229
601,own,creation,0.619346598483
602,child,arise,0.402392198146
603,odour,caught,0.892687837537
604,pupil,conducting,0.31894482886
605,tonnes,grinds,0.70249213195
606,developed,allow,0.185479867625
607,appeal,parallels,0.405128379649
608,challenge,aim,0.305548836532
609,definition,challenge,0.752053611669
610,omissions,focus,0.360176109002
611,invention,designed,0.591465880232
612,target,set,0.64015117731
613,chart,performance,0.703250952819
614,web,picked,0.266971266057
615,task,fighting,0.35905521313
616,spending,sustained,0.378221733701
617,move,signalled,0.963632301813
618,whisper,world,0.769440864644
619,diminished,discussed,0.123505676166
620,ensure,content,0.728966404107
621,clothing,forms,0.707661167605
622,amount,massive,0.49745820645
623,supporter,bear,0.836981608961
624,closure,plants,0.490199202264
625,cultural,choosing,0.401255713493
626,villages,live,0.203022634137
627,body,tells,0.822910129632
628,purpose,served,0.679892242707
629,idea,rough,0.699241162769
630,suggesting,link,0.337032854536
631,simpler,system,0.682883394413
632,requests,change,0.547098064995
633,means,found,0.597641544754
634,planning,barriers,0.821355768864
635,ground,conceived,0.62828261029
636,built,beds,0.447778210991
637,participants,subject,0.369793077809
638,Oldham,exploited,0.319254113047
639,overwhelmed,response,0.692831707664
640,challenging,head,0.31772296583
641,real,return,0.994270517004
642,remark,manages,0.448914970192
643,parties,passed,0.673238089108
644,family,connection,0.605455767239
645,revival,looms,0.478305799681
646,green,light,0.641717981073
647,redressed,balance,0.931999979918
648,partnerships,vision,0.672284273133
649,base,drawn,0.379418822466
650,choice,directed,0.59771706193
651,woman,taking,0.171158251564
652,impose,won,0.417126883904
653,hurtling,crammed,0.474426223658
654,non-delinquent,prone,0.5716120133
655,institutions,based,0.583378160186
656,expertly,caught,0.277047344685
657,centuries,contacts,0.532798472537
658,serve,mark,0.645463721683
659,development,followed,0.442593240199
660,review,embarking,0.18565014877
661,proliferation,courses,0.377115042166
662,questionnaire,designed,0.821055468147
663,marked,contrast,0.950689086904
664,Seventies,bothered,0.294945733049
665,momentum,maintain,0.519987675385
666,totalization,incarnation,0.327943730106
667,laying,served,0.409726544196
668,informed,announced,0.14429044577
669,official,responses,0.639191860351
670,leadership,issued,0.387822050535
671,re-examined,values,0.739409992258
672,discussions,materials,0.161833212282
673,consider,creative,0.573781199151
674,break,affirmation,0.310150501857
675,precautions,dropped,0.189872370992
676,punishment,combine,0.466571682172
677,set,elements,0.400230017142
678,contract,standard,0.407857499647
679,supplies,power,0.378663300407
680,grass,blobs,0.203387859011
681,rules,designed,0.531665020385
682,brilliant,move,0.641717981073
683,wistfully,lines,0.601077327761
684,Express,support,0.755447735276
685,changing,tried,0.387658881475
686,replacements,deal,0.682883394413
687,regarded,threat,0.313926189807
688,ego-identity,shaped,0.38752322219
689,race,seen,0.855801266135
690,expertise,level,0.239714920179
691,actions,reaction,0.46200457976
692,daughter,adoptive,0.305548836532
693,editors,nursing,0.975438847941
694,cut,waiting,0.726426975343
695,aims,support,0.640763024991
696,argument,essentials,0.375934180409
697,impact,spectre,0.340295118074
698,effort,bring,0.41180720609
699,Middle-Eastern,ruler,0.428921463893
700,progress,canyon,0.397260998989
701,unity,takes,0.310150501857
702,example,dramatic,0.647089218476
703,items,charm,0.740584122306
704,shoulders,bare,0.82303770043
705,touches,support,0.539707761487
706,establishment,attitudes,0.625835960186
707,biggest,sacrificing,0.340641608047
708,pay,calls,0.563911781133
709,century,background,0.622730025722
710,majority,vast,0.537098883464
711,perspective,encounter,0.550756190631
712,directive,outlining,0.29690592442
713,flight,caught,0.639191860351
714,maps,return,0.33502335901
715,followed,section,0.525075354053
716,pack,lying,0.406851582613
717,attraction,low,0.598889641777
718,age,pupils,0.123505676166
719,smoke,spewing,0.711561032737
720,add,spinelessly,0.407355378943
721,climate,pick,0.333705451742
722,issues,look,0.504554630774
723,easier,stage,0.301505355478
724,spot,note,0.94649602829
725,values,hold,0.531665020385
726,officials,broken,0.372346209712
727,mobilization,join,0.407857499647
728,ineligible,range,0.123505676166
729,pouring,return,0.740173219088
730,start,middle,0.185479867625
731,awkward,situation,0.727883479238
732,circumstances,drawing,0.123505676166
733,tanker,spilled,0.387213291284
734,wine,laced,0.746315750946
735,concede,gone,0.551641882671
736,desirable,leads,0.306564661201
737,continued,shine,0.633984961622
738,beginnings,found,0.755447735276
739,alternative,suspension,0.346360325079
740,housing,conditions,0.409078086091
741,judicial,system,0.269923871727
742,habits,maintain,0.378178809624
743,system,introduced,0.391318173743
744,urban,symptom,0.429168245377
745,girls,reached,0.294767497678
746,result,operations,0.391318173743
747,links,two-way,0.21863593337
748,Section,brought,0.752053611669
749,foundation,build,0.654075162843
750,hillsides,breasted,0.181213717754
751,prescribes,cure,0.713390646491
752,visit,air,0.627733779924
753,gap,bridged,0.494562170775
754,grounds,attacked,0.579842493938
755,approach,frame,0.620907832321
756,centre,industry,0.641717981073
757,hissing,escaping,0.39295708527
758,conducting,arise,0.369248292463
759,methodology,handling,0.736648522465
760,rose,gently,0.756087930454
761,orbit,brought,0.63916045069
762,demand,cut,0.682883394413
763,heritage,traced,0.504554630774
764,writing,section,0.553696841385
765,limits,return,0.437295541525
766,sales,bonds,0.370649397889
767,winning,swung,0.312114542651
768,dirty,tricks,0.641717981073
769,element,applications,0.3995796275
770,theory,assessment,0.14429044577
771,collage,mixing,0.469459438576
772,friendship,reversed,0.852392635815
773,women,connected,0.652264707544
774,faded,dimmed,0.293426860381
775,money,poured,0.775199627239
776,table,perched,0.535224228414
777,society,dynamics,0.682457356826
778,conception,autonomy,0.406201192971
779,examines,section,0.490199202264
780,loomed,unknown,0.426489467361
781,developed,course,0.239714920179
782,forced,defensive,0.66433994355
783,interpreter,short,0.18769752735
784,argues,worth,0.284222858072
785,extreme,forms,0.69964413467
786,attempting,replace,0.679489270806
787,tide,sucked,0.846039330678
788,running,sore,0.671232212621
789,gunfire,vibrating,0.967448203496
790,dealt,using,0.641717981073
791,applicable,measure,0.407857499647
792,struggle,revolution,0.46200457976
793,offer,subject,0.409231018149
794,unfairly,extracted,0.977690923142
795,life,status,0.271658863966
796,scrapping,receded,0.354879911487
797,feature,extent,0.411906844908
798,able,muster,0.347364181633
799,originality,formed,0.409078086091
800,Football,hints,0.292582814035
801,sentence,mark,0.342823506177
802,scheduled,visit,0.607810363762
803,coming,plant,0.375970433266
804,start,tricks,0.412824362787
805,life,finished,0.679489270806
806,people,crushed,0.333536916558
807,required,movements,0.161833212282
808,moving,steel,0.429520107164
809,major,step,0.654822237927
810,husband,version,0.59560793635
811,arrangement,designed,0.277047344685
812,branch,joins,0.531665020385
813,ergonomics,subjects,0.149218833197
814,hear,hopes,0.686406967549
815,world,emerged,0.684377549799
816,themes,decoration,0.662852827543
817,time,lower,0.27009044112
818,majority,vast,0.534545369845
819,situation,produce,0.586667032238
820,embankment,hurling,0.378221733701
821,cross,school,0.271658863966
822,intellectual,leading,0.750060074483
823,manhood,stages,0.459284002183
824,complete,trying,0.554367921172
825,involved,structures,0.311794590543
826,minutes,ride,0.378663300407
827,remains,thicket,0.738294865334
828,yeah,job,0.476519316012
829,pressing,ahead,0.649293055305
830,profit,boosted,0.141048442678
831,establishing,rules,0.56937607768
832,suddenly,settled,0.578854281965
833,negation,produce,0.512353140417
834,money,bit,0.617167241115
835,selection,served,0.38574220204
836,data,produce,0.463939173444
837,round,mean,0.412947718886
838,companies,rose,0.702680041197
839,difference,lot,0.703250952819
840,law,violating,0.307309592766
841,accepting,bringing,0.344930713493
842,ball,loose,0.823953881533
843,measurement,susceptible,0.407857499647
844,glimpse,impact,0.531665020385
845,breeze,gentle,0.662351221081
846,load,crap,0.645726315772
847,pulling,marched,0.263592717237
848,ver,bit,0.203022634137
849,teachers,brought,0.161833212282
850,cliches,towering,0.308864194224
851,following,held,0.386095278862
852,echoes,reflectors,0.621250807327
853,food,free,0.443211791586
854,gangway,giving,0.398745790749
855,service,run,0.63916045069
856,afternoon,catching,0.409231018149
857,fringe,organised,0.920563124248
858,continuities,cover,0.403144476934
859,covered,deposits,0.479010826299
860,toxic,lay,0.604274035289
861,support,aims,0.369248292463
862,designer,set,0.427379255473
863,looks,section,0.473636707094
864,taking,easily,0.335852122535
865,demonstrate,worth,0.606449371475
866,borderlines,culture,0.561226751735
867,£190million,faced,0.153615485052
868,wish,build,0.465502754459
869,determined,inherited,0.347635391534
870,changed,campaigns,0.166055434504
871,attitudes,strict,0.525075354053
872,reflect,force,0.65927954058
873,dressed,careful,0.306823902988
874,cottages,powers,0.302018930765
875,rights,exercise,0.521914874054
876,adversary,negation,0.737189998699
877,sorts,getting,0.469724336163
878,rations,rich,0.892687837537
879,own,brought,0.339128241469
880,western,sunset,0.231778874839
881,act,arose,0.310150501857
882,images,ghettos,0.71490991349
883,wife,waiting,0.413565279656
884,unbowed,aspect,0.981258843262
885,raised,stark,0.17638789865
886,real,self-examination,0.734483255713
887,ensuring,stretched,0.304092850291
888,speed,shift,0.390551170533
889,brief,hokey-cokey,0.97573960305
890,meaning,seen,0.14429044577
891,mix,power,0.490199202264
892,knowingly,sacrifice,0.310150501857
893,opportunities,reduced,0.709202682861
894,licensing,dealing,0.425737145882
895,north,noises,0.47846382153
896,shadows,fallin,0.787474254353
897,result,fallen,0.38113616259
898,serves,underline,0.69259352766
899,written,stakes,0.505280573627
900,teacher,cover,0.123505676166
