,word1,word2,score
160,light,specks,1.16314744998
161,degrees,borderlines,1.03397316702
162,blending,tonally,1.87237231049
163,transformed,indictment,1.82941996296
164,weathered,fury,1.47281227445
165,times,conscious,1.59473060381
166,rested,tourists,1.06277456211
167,rhythmically,fusion,1.36977271515
168,arbitrary,line,1.39593444251
169,individuals,nailed,1.5426281766
170,stylistic,gloss,1.33383462202
171,smother,shot,1.09959816455
172,cry,loot,1.48709868555
173,streets,grim,1.14897869204
174,carving,smothered,1.18918525414
175,remand,centre,1.43904959963
176,sources,derived,1.1617163596
177,tower,hugged,1.12579786848
178,scatter,dreamed,1.67454451801
179,holes,riddled,1.42413519597
180,upperworks,splayed,1.21533759181
181,novel,slender,1.94260697738
182,silver,mallet,1.09043925968
183,fears,attendant,1.07691535116
184,archaic,fertility,1.69062316153
185,draw,punters,1.36616484526
186,articulation,sets,1.73539270399
187,attitudes,fostering,1.24070112518
188,adapts,section,1.03302934528
189,evidence,sorry,1.34052952718
190,totalizing,movement,1.8885885267
191,popularity,inverted,1.58364851794
192,incisive,content,1.34008766866
193,pouted,models,1.56895474615
194,fishing,Coarse,1.81570249116
195,aesthetic,destructive,1.04105274159
196,architect,wheeled,1.14991530187
197,emotionally,undemanding,1.45469846385
198,couture,model,1.11120836254
199,physical,infusion,1.07691535116
200,ahead,press,1.02961588592
201,state-,masonry,1.46220474771
202,masculine,packaging,1.73129560189
203,rigid,attitudes,1.41786300865
204,paving,deal,1.51572688275
205,stupid,farts,1.34955019031
206,negotiating,machinery,1.56353149947
207,piece,humourless,1.04258548648
208,national,spine,1.54780984977
209,encapsulisation,images,1.44607822751
210,voice,stroked,1.11310376848
211,spirits,lowest,1.39702480636
212,foundations,blend,1.41054004987
213,swirling,oiliness,1.99975326287
214,local,nut,1.01660421218
215,leggy,filly,1.85935513793
216,view,bleak,1.28729718324
217,view,detached,1.07691535116
218,aesthetic,monumental,1.52150568815
219,metaphorical,power,1.49128817012
220,dress,blending,1.17912482143
221,pay,spine,1.46813293471
222,peak,health,1.03743866149
223,shriek,little,1.54838582003
224,conscience,stain,1.35804226765
225,smoke,plumes,1.23045606076
226,ego-identity,acquisition,1.80697418555
227,hedge,struggling,1.99975326287
228,fast,goes,1.48229889075
229,reporting,contingent,1.51294332028
230,burned,cloud,1.24087351365
231,lights,hopping,1.32566973492
232,stage,foreclosure,1.45663701222
233,particularly,attractive,1.02961588592
234,inner,mechanism,1.31886440789
235,boat,dry,1.58309895271
236,rebellion,emblems,1.35751606987
237,elaborate,grew,1.30374900677
238,comital,position,1.17438756586
239,model,linking,1.22245424452
240,bit,teeny,1.01445959263
241,increase,catastrophic,1.09043925968
242,psychology,cloudy,1.64779422245
243,task,uphill,1.28764700756
244,politics,low,1.58971864164
245,russet,oiliness,1.4825900128
246,unambiguously,measured,1.30374900677
247,masses,mother,1.90556232403
248,mandarinate,game,1.99961601564
249,aim,underpinned,1.54236370394
250,activity,undemanding,1.36100877639
251,cup,walks,1.0703240631
252,campaign,penetrated,1.17835971412
253,art,considered,1.02961588592
254,praxis,movement,1.78326893041
255,squirrel,slithered,1.00276445261
256,unheralded,descents,1.11265929028
257,leafy,retreat,1.71912212354
258,swallow,waiting,1.60455141584
259,history,articulation,1.47468630064
260,brains,beetle,1.18126834706
261,letters,flood,1.54068569145
262,anti-institution,true,1.46030428707
263,sleekly,racehorse,1.90213398125
264,called,cuts,1.03543471374
265,lichen,shaggy,1.69598447708
266,start,wretched,1.47828303455
267,reform,momentum,1.63304440118
268,rose,sympathy,1.39097243468
269,logic,lose,1.01660421218
270,novel,anaemic,1.99975326287
271,colonial,trauma,1.06390367742
272,reminder,cold,1.2114338275
273,canvass,system,1.23652290394
274,divergence,sharpened,1.500211751
275,crisis,malaise,1.32714508416
276,sun,patch,1.39108619186
277,mood-,piece,1.04105274159
278,step-over,neat,1.9753772591
279,extinguished,chandeliers,1.46863982067
280,concrete,-battered,1.86629259906
281,schools,control,1.52879007043
282,over-balance,threatening,1.04105274159
283,effect,blunted,1.49421459288
284,tasty,changed,1.10132073093
285,smell,wreathed,1.27491027068
286,temperament,helping,1.40216178292
287,discordant,elements,1.02978346844
288,investment,farsighted,1.69260592669
289,dimensions,symbolised,1.27313205231
290,name,dropped,1.32700561866
291,riches,Dazzling,1.5311537971
292,evident,resources,1.16495085556
293,disciplined,nature,1.09570127496
294,ensemble,movement,1.82941996296
295,terrible,blocks,1.31204744728
296,individual,incarnation,1.39457146277
297,reputations,pitched,1.22948589252
298,aerials,whip-,1.4217015872
299,heinousness,mark,1.64386462872
300,shame,burned,1.46777931857
301,crusading,products,1.43349781531
302,linking,malaise,1.23449942618
303,area-weighted,shares,1.40432683635
304,contradiction,account,1.07691535116
305,still-water,courses,1.09043925968
306,cognac,laced,1.41192932136
307,forms,humanised,1.56204268232
308,Choke,Price,1.31332067877
309,toy,count,1.32700561866
310,avant-garde,heart,1.11474373737
311,pleasantly,low,1.07479917834
312,theory,synthesizing,1.9753772591
313,accent,luscious,1.77449835726
314,frustration,boiled,1.21268855675
315,immaculately,painted,1.99975326287
316,formulation,plan,1.09810767655
317,polders,Drifting,1.30515260296
318,parental,dimensions,1.30692235481
319,unity,larger,1.10192357823
320,culture,sacrifice,1.62612474242
321,participation,breadth,1.10757729027
322,modelling,package,1.02351605485
323,stomach,lurched,1.51716883253
324,fury,bellowing,1.9753772591
325,mile,lonely,1.69260592669
326,restrictions,resides,1.0989536684
327,adolescence,turbulence,1.8885885267
328,set,smartly,1.02579998424
329,Bit,body,1.08275735285
330,fixtures,secure,1.53975483503
331,arguments,accept,1.05420175665
332,response,flat,1.33486032788
333,existence,centre,1.0694911458
334,scabious,waving,1.05791762203
335,industry,uncomfortable,1.08131736667
336,discomfort,squirming,1.70989869793
337,armour,grew,1.67339629296
338,acquiesce,inclined,1.05420042116
339,richly,contagious,1.78119500681
340,unity,foster,1.50716451488
341,naïvely,map,1.20266357902
342,sleight,hand,1.37286314298
343,speakers,regiment,1.39953480255
344,probing,sensitive,1.39097243468
345,instructions,armed,1.05554878996
346,heart,light,1.73608244831
347,authoritarian,attitudes,1.43034049937
348,gravity,enormous,1.43905093158
349,totalizing,breaks,1.09043925968
350,decent,down-setting,1.1239732328
351,speculation,continuous,1.38877597607
352,roots,tackling,1.24515967348
353,lines,solitary,1.02961588592
354,policy,mobilised,1.09570127496
355,dominate,responses,1.01516665894
356,penetrated,sign,1.3488473843
357,unbecomingly,fooled,1.03689631245
358,sessions,sandwiched,1.47828303455
359,omission,charged,1.45105240808
360,appeal,ringing,1.34544921555
361,infinite,richness,1.42687625677
362,dreams,gentle,1.33899953269
363,distribution,rectangular,1.09389786939
364,structure,negation,1.61591704449
365,vicissitudes,cushion,1.34585561966
366,hear,gulping,1.14049822233
367,neglect,sense,1.02961588592
368,universal,presumes,1.55975020225
369,lie,nailed,1.34693675955
370,sounding,worth,1.53328478625
371,day,funny,1.32886150033
372,evasions,nail,1.34656128185
373,shattered,calm,1.03857707346
374,metaphorical,borderlines,1.40827329126
375,valve,seats,1.04711265386
376,smell,faint,1.37338502209
377,furnace,mouth,1.2637789039
378,moment,movement,1.19403968139
379,canvas,wider,1.23167774159
380,principle,breach,1.11687756184
381,offered,distractions,1.52671590562
382,definition,underpinned,1.07846022381
383,garden,mood,1.9276648161
384,absenteeism,features,1.43349781531
385,hell,Bloody,1.15640566524
386,pin,system,1.81078774487
387,hands,changed,1.63129102981
388,petal,fall,1.9753772591
389,confused,sheets,1.77835531244
390,conferred,lustre,1.55361254624
391,minds,fearful,1.34372600177
392,Samoan,wing,1.08131736667
393,vote,urging,1.44088253409
394,silent,world,1.34057282811
395,drew,magnetism,1.02961588592
396,corner,fight,1.23449942618
397,inpenetrable,thicket,1.36481070732
398,prisoners,customers,1.1617163596
399,maturity,hallmark,1.45550797714
400,disregarded,signs,1.02961588592
401,drawn,sources,1.11221714532
402,career,wane,1.0694911458
403,killing,degree,1.47179779825
404,poltergeist,stunt,1.67243489503
405,susceptibilities,cater,1.58751341005
406,reign,values,1.07691535116
407,slopes,breasted,1.99975326287
408,regard,prudent,1.47074343518
409,crime,encompassed,1.34362426664
410,experience,ageing,1.12201230598
411,dawn,prospect,1.88167655427
412,beliefs,fluid,1.80162777706
413,tears,angry,1.20210651704
414,wearer,weaknesses,1.20110346743
415,excitement,suppressed,1.43408759181
416,immanence,relationship,1.23888995753
417,stuff,chartsey,1.38289407017
418,drunkenly,dipping,1.41001959553
419,hitherto,stable,1.43348630719
420,couture,expanding,1.40637591758
421,voice,transceivered,1.8001827296
422,economic,malaise,1.33404364748
423,business,pain,1.20793570615
424,romance,quashed,1.62716303625
425,pocket,dug,1.53598597232
426,buzzard,eyrie,1.74677992148
427,sort,dot,1.377975485
428,afternoon,drowsy,1.28970647953
429,singularization,force,1.69598447708
430,round,ribbon,1.1338781257
431,repelling,invaders,1.35424998497
432,movement,operative,1.07691535116
433,outriggers,splayed,1.56937069597
434,phenomenon,marginal,1.64386462872
435,Humbers,lumpen,1.76319952242
436,periods,smouldered,1.33486032788
437,hillside,sweeps,1.50957437034
438,correlative,return,1.10739480322
439,foreclosure,stage,1.29179254548
440,hostess,blossomed,1.10192357823
441,discreetly,reduced,1.56699411347
442,inter-relationship,inverted,1.43624841512
443,discerned,direction,1.49128817012
444,tape,comes,1.11687756184
445,determination,coupled,1.40160364181
446,trussing,line,1.54443313965
447,showrooms,swept,1.42409049937
448,pilgrimage,sans,1.3884624385
449,dash,add,1.48013763941
450,sense,decay,1.48856884024
451,exert,provisions,1.07538736424
452,forces,reaction,1.04105274159
453,offence,gravity,1.07691535116
454,role,forms,1.14509172272
455,hand,distracted,1.39664163398
456,Mildness,carriage,1.41448501965
457,domestic,settings,1.50691818938
458,hope,lose,1.08135690399
459,truly,experimental,1.20987053534
460,art,world,1.26102842046
461,handshake,cool,1.42047821835
462,ego-identity,stage,1.33713895375
463,offence,ingredients,1.9753772591
464,issue,interplay,1.38314039568
465,rowing,courses,1.01660421218
466,accounts,autonomy,1.11687756184
467,conception,clinging,1.10739480322
468,articulates,framework,1.09438312947
469,life,tides,1.61143691906
470,pages,graced,1.28496534458
471,look,bent,1.39801237052
472,multiplicity,produced,1.39809827886
473,political,spin-offs,1.76852647811
474,details,interspersed,1.5538264195
475,evidence,struck,1.16495085556
476,finance,habit,1.30374900677
477,reaction,flat,1.24625525607
478,argument,plank,1.24696244754
479,hugged,brood,1.33899953269
480,cross-cultural,stress,1.12473227106
481,expensive,prohibitively,1.45421038566
482,totalizing,force,1.44306499751
483,smell,crisp,1.2298421846
484,giggle,nervous,1.51655489337
485,feminisations,trauma,1.13505057375
486,fallen,sharply,1.43326289645
487,bleak,outlook,1.36175105215
488,eye,manufactured,1.2394102407
489,roof,gone,1.01516665894
490,rationality,stakes,1.54665210692
491,movement,ensemble,1.19856418433
492,soil,insatiable,1.8001827296
493,statistics,shaped,1.33899953269
494,ghettos,black,1.27681289759
495,rein,tight,1.38455019031
496,bouts,sharp,1.62173135875
497,trafficking,spiral,1.36977271515
498,intelligible,stage,1.8001827296
499,Biblical,motifs,1.63598307628
500,hair,mop,1.49668750633
501,shot,rising,1.25775603806
502,upward,rolling,1.20310966066
503,task,synthesis,1.43593959914
504,evident,tension,1.07691535116
505,elephants,clumps,1.44253483714
506,accentuated,lines,1.58956569314
507,friend,Neanderthal,1.80752792064
508,apparent,painfully,1.3488473843
509,wash,tides,1.29986746569
510,punishment,resides,1.20446698459
511,prestige,soared,1.35804226765
512,masters,market,1.57630738962
513,model,clarity,1.07691535116
514,diversified,internally,1.50355353988
515,appeasement,meek,1.13537731555
516,radio,dummy,1.28838495584
517,despair,hangs,1.80754635816
518,myths,trailing,1.92340995527
519,body,clothed,1.46422050383
520,thrall,hold,1.3216867084
521,cloud,sending,1.07691535116
522,theory,articulation,1.33189122182
523,litter,hulks,1.42987183388
524,dangerous,bloody,1.27274567598
525,standing,square,1.42269572536
526,mass,powerful,1.45885573769
527,consumerist,culture,1.83051341304
528,decay,stark,1.57064728632
529,condition,mutinous,1.5875955803
530,demanding,nature,1.09570127496
531,shares,jumped,1.30374900677
532,fury,tight,1.50378390641
533,menace,air,1.46639748414
534,wherere-we-going,department,1.44805293855
535,victim,predestined,1.6163958745
536,rigorously,true,1.38401622922
537,blame,bulk,1.58988285082
538,history,yield,1.02961588592
539,suburbs,tentacles,1.31752185238
540,mass,dark,1.03302934528
541,rocknroll,rebellion,1.6548239048
542,death,dominated,1.39405712896
543,hedonism,emblems,1.35751606987
544,furnace,heart,1.27491027068
545,culpability,degrees,1.28496534458
546,match,incarnation,1.52303885768
547,world,wickedness,1.45440644261
548,contemporary,context,1.18996976349
549,sea,split,1.28974629586
550,telling,blow,1.24894471708
551,community,outlined,1.11756158064
552,accent,slow,1.3432651358
553,struggle,narrative,1.04881619571
554,themselves,revived,1.28718912337
555,puff,horizon,1.10192357823
556,technically,ill-equipped,1.05044487378
557,disguise,attractive,1.32493544745
558,speculation,rich,1.45663701222
559,travelled,drums,1.6804315997
560,woman,wiry,1.2312892981
561,refined,capture,1.09389786939
562,risks,swirling,1.132907148
563,reliability,rhythmic,1.34405401855
564,frenzy,explode,1.37018181905
565,disillusionment,extends,1.41628817012
566,curves,tightening,1.38560825225
567,eye,practised,1.73296795849
568,results,etched,1.80669210839
569,style,obstruction,1.9753772591
570,glance,amused,1.56477889243
571,air,sigh,1.32508363744
572,descent,breaking,1.02961588592
573,bundle,uncooperative,1.54239061619
574,practice,relocate,1.43880835001
575,insouciance,elegant,1.99975326287
576,moratorium,stage,1.15893305644
577,lease,short,1.15290694956
578,socially,strike,1.33115528879
579,vaporous,presences,1.3754432464
580,histories,dream-work,1.46569532888
581,legend,bore,1.12949117616
582,cover,bullyboy,1.41448501965
583,unanimously,carried,1.32924415911
584,incorrigibly,isolated,1.3226633258
585,cumbersome,donkeys,1.35740975216
586,prestige,fixtures,1.37704588439
587,sorrow,share,1.02961588592
588,accurate,labelling,1.04105274159
589,abuse,spiral,1.32508363744
590,shot,smother,1.47409452183
591,sea,slicing,1.64324709499
592,vocal,forces,1.30872579892
593,style,mood,1.35706552349
594,probing,tremulously,1.51072043018
595,real,hell,1.27681289759
596,condition,diffusion,1.66400192997
597,murder,sadistic,1.46698771586
598,multiplicity,products,1.38560825225
599,jungle,drums,1.1296424321
600,acknowledgement,dips,1.21619481765
601,injection,resources,1.45105240808
602,honour,symbol,1.26707647669
603,ceiling,dark,1.24508386021
604,green,soft,1.33496448893
605,sentence,stem,1.3291253726
606,hamper,success,1.05647947205
607,faade,skeleton,1.99975326287
608,eye,critical,1.33956359197
609,criterion,disguise,1.04313979444
610,development,linking,1.03302934528
611,generous,slug,1.57258826079
612,Wine,quenching,1.43408759181
613,extroversion,inherited,1.20700023687
614,wires,web,1.07691535116
615,sophisticated,grounds,1.73949243897
616,love-affair,conducting,1.07691535116
617,dynamics,assembled,1.03881165798
618,orchestrated,campaigns,1.87425867079
619,threadbare,form,1.5975161091
620,wave-lengths,free,1.5816789187
621,punters,draw,1.02460971412
622,iniquity,waiting,1.40787567883
623,night,sharpens,1.8885885267
624,house-buying,chains,1.34110324874
625,look,smart-alecky,1.39772479286
626,Dislocated,context,1.49668750633
627,Mestizo,culture,1.23458687088
628,manufactured,eye,1.01660421218
629,demand,peaks,1.37860813975
630,eyes,sooty,1.89547487459
631,speed,forced,1.26945599539
632,ice,clothing,1.57565271681
633,context,Crisis,1.03302934528
634,excitement,brimming,1.9753772591
635,flat,reaction,1.69965294496
636,reflectively,added,1.500211751
637,reminder,hollow,1.80865637907
638,mould,intellectual,1.9753772591
639,pins,spewing,1.93398863548
640,drink,reviving,1.64069070898
641,uphill,struggle,1.62515929161
642,event,incarnation,1.30985356475
643,appetite,horse,1.31876162203
644,representative,picture,1.09389786939
645,bursting,round,1.41649828688
646,appearance,upturned,1.50983619186
647,music,stemmed,1.15622458141
648,enthusiasm,qualified,1.55976867452
649,watchers,generation,1.43034049937
650,gainer,chief,1.5352221441
651,tremulously,probing,1.56508367667
652,chanting,psalm,1.21619481765
653,Californian,sprawl,1.35461550877
654,trickle,steady,1.36175105215
655,emptiness,enter,1.23434576727
656,slug,generous,1.55637204458
657,deep,lines,1.04875260401
658,inner-city,decay,1.36175105215
659,presences,float,1.71248783206
660,rough,getting,1.00904245514
661,sacrificial,dummy,1.90783050539
662,begins,hell,1.39457146277
663,feminine,image,1.23278346531
664,roasted,waiting,1.21214101897
665,marvellously,strong,1.50995818376
666,peril,left,1.35804226765
667,dash,venerability,1.4217015872
668,sandwiches,attacked,1.2394102407
669,swept,beam,1.62047657146
670,gesture,self-containment,1.51716883253
671,skyscrapers,blending,1.68732454036
672,side-effects,dramatic,1.38194738996
673,rectangular,distribution,1.58988285082
674,regatta,threat,1.10540121441
675,mouth,pillbox,1.2183483722
676,valley,walls,1.35692434505
677,pushchair,collapsed,1.71606916277
678,musical,portraits,1.41290115113
679,essence,approaches,1.01516665894
680,block,building,1.40432683635
681,stain,conscience,1.70650774299
682,bag,committed,1.45688206264
683,half-,smothered,1.62195143743
684,strategy,articulate,1.3430188103
685,bad,patch,1.37021575924
686,principle,moving,1.14136096844
687,jungle,steel,1.69598447708
688,woodland,usurped,1.22327021821
689,Desire,search,1.07691535116
690,references,grid,1.37905422139
691,eyes,watchful,1.30515260296
692,soil,gulping,1.90213398125
693,intimidating,mould,1.44095878034
694,disco,context,1.15528346975
695,common-sense,images,1.42146568563
696,statesman,constitutional,1.35729889075
697,mysteriously,silent,1.91134746577
698,grass,sheets,1.56508367667
699,thrilled,bits,1.22993197417
700,Whips,team,1.49366201119
701,support,muster,1.02961588592
702,Frida,inner,1.39176708707
703,masks,grimacing,1.99975326287
704,streets,teeming,1.91493987805
705,extroversion,degree,1.21873392045
706,enormous,gravity,1.2312892981
707,don,choosing,1.32480754836
708,family,dimensions,1.8885885267
709,norm,marks,1.42990843499
710,convincingly,woven,1.21475683634
711,Arsenal,stuffed,1.47883165976
712,black,recesses,1.36192459223
713,staff,shifting,1.07691535116
714,unemployment,heated,1.26945599539
715,absence,spark,1.05024851365
716,plane,climbs,1.28486458922
717,input,box,1.02961588592
718,murder,sector,1.3186602596
719,little,pitifully,1.30872579892
720,conditional,branching,1.51429837483
721,cyphers,breaking,1.0694911458
722,terms,familiarity,1.47740375943
723,motivation,depress,1.02961588592
724,habitually,bent,1.05442180331
725,institutional,linkage,1.22245424452
726,abandoning,aim,1.00709916419
727,cash,calls,1.25996534458
728,sliding,sleek,1.9753772591
729,art,language,1.71219588463
730,sympathy,shot,1.47112737123
731,sun,fierce,1.48856884024
732,arguments,mobilised,1.40432683635
733,birth,mother,1.31096621316
734,self-consciously,inverted,1.05500213567
735,rigidly,clinging,1.8001827296
736,blood,fountain,1.21829126263
737,consolidate,structures,1.16743135769
738,loneliness,tide,1.82941996296
739,scarlet,ungraceful,1.8885885267
740,foreclosure,stage,1.02961588592
741,criterion,capacity,1.89599780123
742,princely,level,1.29447756129
743,initial,flak,1.68941319052
744,mother,masses,1.90213398125
745,monument,grandiose,1.8885885267
746,bleak,looked,1.03167774159
747,contrasting,mobility,1.29948340366
748,port,spy,1.29179254548
749,pottery,explodes,1.98892271364
750,sensitive,probing,1.45802394498
751,defence,poison,1.27754584541
752,water,sullen,1.78326893041
753,policy,desperate,1.36981884024
754,Solitude,Labyrinth,1.99975326287
755,metaphysical,law,1.45525537765
756,propensity,incorrigible,1.9753772591
757,writ,protective,1.69960730243
758,crusading,spin-offs,1.12574470202
759,spree,massive,1.25993860851
760,anti-colonialist,position,1.1207201829
761,mood,dictate,1.33982233571
762,culture,narrow,1.3402653798
763,lid,keeping,1.12473227106
764,somewhat,blunted,1.01516665894
765,appetite,returned,1.02961588592
766,minefield,walking,1.02961588592
767,wrongs,redress,1.7699315934
768,disadvantage,presentational,1.61517567338
769,squeak,funny,1.9284853326
770,departure,sense,1.10192357823
771,camera,candid,1.82408726856
772,crevice,threads,1.43016046887
773,unity,warmly,1.34822714363
774,numerical,balance,1.37869511801
775,morale,depress,1.27229959434
776,masculine,appeal,1.28195782578
777,craft,masonry,1.45105240808
778,double,negation,1.08835220683
779,flat,bit,1.58764690721
780,product,matrix,1.02961588592
781,hops,smack,1.49499117202
782,port,spy,1.57443489503
783,wider,spread,1.05647947205
784,own,construct,1.18996976349
785,trinity,aims,1.47339121277
786,series,buoyed,1.67557127542
787,terms,colourful,1.31231137463
788,content,pruning,1.45593359452
789,Bloody,handy,1.15640566524
790,afternoon,interrupted,1.35043059979
791,eyes,lascivious,1.90213398125
792,indifference,extreme,1.259225485
793,public,incarnation,1.30154791906
794,elevated,view,1.23248434703
795,grounds,sophisticated,1.44249050739
796,struck,feeblest,1.75200396109
797,bullish,feel,1.440791676
798,mismanagement,reigned,1.55161411475
799,stone,pale,1.56025620922
800,held,sway,1.51572688275
801,actions,antagonistic,1.03743866149
802,spirited,sections,1.04105274159
803,sky,filling,1.20446698459
804,takings,pitiful,1.39551947493
805,moments,snarl,1.62943124196
806,sketchily,drawn,1.30941820607
807,day,golden,1.32720647953
808,spring,tight-coiled,1.45690271681
809,station,sampling,1.03548194837
810,unrelievedly,voice,1.31448501965
811,count,lost,1.10192357823
812,politicized,heavily,1.01660421218
813,try,conceding,1.55521447478
814,genial,landmark,1.33404364748
815,ears,flying,1.76423926394
816,formulation,persuasive,1.63884034743
817,blood,lake,1.3218865613
818,Mind,job,1.38203898907
819,imperceptible,withdrawing,1.44450196701
820,composed,elaborately,1.66717487
821,swing,cat,1.28794477355
822,clumsy,sleight,1.8885885267
823,acute,aspect,1.07691535116
824,truth,elements,1.39405712896
825,count,toy,1.38184157035
826,sunset,fade,1.03302934528
827,firm,manoeuvre,1.20647181967
828,moored,crudely,1.81985684456
829,rebellion,mechanism,1.8885885267
830,air,gulped,1.03748252528
831,conflagration,consumed,1.44095878034
832,lead-free,lover,1.89431665304
833,movement,organic,1.27274567598
834,flues,gather,1.6371759892
835,phone,gall,1.54838582003
836,reactors,fleet,1.02961588592
837,dust,puff,1.23846022381
838,yellow,pools,1.68930987979
839,poured,golden,1.11474373737
840,fierceness,commanded,1.11111935029
841,hand,sleight,1.67104012102
842,bear,bring,1.0981966888
843,stark,extent,1.58081762748
844,distrust,symptomatic,1.98568578114
845,theatre,cauldron,1.16540694515
846,prediction,discusses,1.01660421218
847,extras,odd,1.01516665894
848,acquired,ragbag,1.67454451801
849,instrument,flexible,1.54239061619
850,dameublement,approach,1.87109787407
851,smelly,poultice,1.76868248171
852,fight,corner,1.19378270904
853,media,blow,1.42487189134
