,word1,word2,score
132,frozen,boundaries,2.1107807518
133,trees,clumps,2.02596736699
134,Austins,bulbous,2.08654199526
135,air,ugly,2.08654199526
136,poultice,smelly,2.1107807518
137,culture,inbred,2.08654199526
138,moorland,spur,2.01019868767
139,competitive,climate,2.1107807518
140,tour,scrapped,2.17349303952
141,grey,blobs,2.00172861045
142,fiscal,thicket,2.08654199526
143,blood-curdling,cackle,2.10008744981
144,raise,wind,2.09723529726
145,totality,incarnation,2.10008744981
146,moratorium,stage,2.08654199526
147,version,robust,2.08654199526
148,bright,slices,2.14925428297
149,sexuality,spark,2.1107807518
150,fury,weathered,2.0683465888
151,hillside,shoulders,2.1107807518
152,accumulate,loot,2.14925428297
153,bombers,infant,2.01329871741
154,negation,negation,2.08654199526
155,nails,hard,2.1107807518
156,pursuit,onrush,2.12136342383
157,stone,sermons,2.1107807518
158,recesses,jagged,2.10008744981
159,emptiness,reconstructed,2.17349303952
160,swagged,picture,2.08654199526
161,abbey,pompous,2.2086063892
162,lumbered,heads,2.1107807518
163,lunatic-sounding,cackle,2.01527406499
164,crevice,inhospitable,2.1107807518
165,water,hiss,2.09453955326
166,receptivity,climate,2.08654199526
167,intrusive,cacophony,2.08654199526
168,drops,ankle-breaking,2.05839979942
169,superciliary,arches,2.14560218038
170,dissatisfaction,furious,2.17349303952
171,achievement,harped,2.17349303952
172,self-defence,barricaded,2.08654199526
173,fringed,haze,2.1107807518
174,masculine,harshly,2.08654199526
175,feel,bullish,2.00172861045
176,farm,loneliest,2.14560218038
177,precariously,drawn,2.08654199526
178,probation,context,2.02596736699
179,bear,savagery,2.08654199526
180,self-cancelling,movements,2.08654199526
